conts_id,conts_ttl,addr,daddr,map_lat,map_lot,telno,conts_sumry,hmpg_addr,crcd_psblty_info,rprs_menu_guid,chdcnr_yn,bsn_hr_guid,packng_psblty_info,parkng_fclt_cn,rsvt_guid,hldy_guid,trtmnt_menu_cn,pet_acmpny_psblty_info,reg_dt
ITD21120714223370180,경복궁 불고기 학익점,인천 미추홀구 매소홀로 378,,37.439886517509,126.663822658656,0328732000,,http://www.entas.co.kr/brand/view/28,,"한우양념불고기, 한우생등심", ,11:30~22:00<br>/브레이크 타임 (주중)15:00~17:00,가능,있음(70대)/무료,,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120714282766174,신선설농탕 부평점,인천 부평구 장제로 206,,37.503768630334,126.731301192377,0325143966,,,,설농탕, ,10:00~22:00<br>브레이크 타임 없음,가능,"있음(25대, 주차요금 무료)",,"명절 전날,당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120714344648244,계양칼국수,인천 계양구 살라리로2번길 15,,37.535747787930,126.744553126701,0325411180,,https://blog.naver.com/ilwi80,,"해물칼국수, 뚝배기만두국", ,11:00~21:00<br>/브레이크 타임 없음,가능,있음(10대)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120714432114647,아바이왕순대,인천 연수구 청명로3번길 11,,37.416669184035,126.673520920849,0328148989,,,,"순대, 순대탕", ,09:00-22:00<br>브레이크 타임 없음,가능,"있음(7대, 주차요금 무료)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120714441172822,곤드레애찬,인천 미추홀구 매소홀로 407,,37.440219039990,126.667247077500,0328766322,,,,"곤드레 나물밥, 돼지두루치기정식", ,11:00~21:00<br>/브레이크 타임 15:30~17:00,가능,있음(3대)/무료,,매월 첫째주 일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120714475852392,아우라지 계산점,인천 계양구 장제로 799,,37.539295518565,126.734206593381,0325558065,,http://www.aulaji.co.kr/,,메기 매운탕, ,11:30~21:30<br>브레이크 타임 없음,가능,"있음(25대, 식사시 2시간 무료)",,"명절 전일, 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120714513960311,구봉산,인천 남동구 독점로3번길 38-8,,37.450505770721,126.708706364269,0324281647,,,,"낙지 볶음, 산낙곱전골", ,11:20~21:30,가능,있음(5대)/무료,,"매월 둘째주, 넷째주 일요일, 명절 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120714523612865,아우라지 삼산점,인천 부평구 장제로 346,,37.516405612461,126.732601946549,0325254155,,http://www.aulaji.co.kr/,,메기 매운탕, ,11:30~21:30<br>브레이크 타임 없음,가능,"있음(80대, 주차요금 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120715145326737,국화호수,인천 강화군 강화읍 강화대로440번길 5,,37.748163633702,126.482797874181,0329338264,,http://www.instagram.com/leo_kim.82/,,참게장 정식, ,11:00~22:00<br>/브레이크 타임 없음,가능,있음(30대)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120715244794037,안다미로,인천 강화군 강화읍 강화대로430번길 2-1,,37.747740637432,126.483970409005,0329320440,,,,백반, ,11:00~18:00<br>브레이크 타임,불가,"있음(40대, 유료/ 영수증 지참 시 무료)",,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120715281606884,굴축제,인천 계양구 오조산로45번길 12,1층,37.535259484806,126.737260492545,0325528889,,,,매생이굴국밥, ,09:00~24:00<br>/브레이크 타임 없음,가능,"있음(건물 지하 주차장, 공영 주차장)/무료 (공영 주차장 이용 시 별도 지원 없음)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120715300220513,애슐리퀸즈뉴코아인천점,인천 남동구 인하로 485,,37.444015765391,126.700691566150,0324411033,,https://www.myashley.co.kr/Bd/Shop/List.aspx?ViewMode=store&ShopCode=0540,,샐러드바, ,11:00~21:00<br>브레이크 타임 없음,불가,있음(무료),,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120715372353163,애슐리 인하점,인천 미추홀구 소성로 6,,37.447067441155,126.650849261836,0328612094,,https://www.myashley.co.kr/Default.aspx,,샐러드바, ,11:00~20:30<br>브레이크 타임 없음,가능(주문 메뉴 한정),"있음(약900대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120715395459982,궁불고기,인천 부평구 영성중로15번길 24,,37.518216923301,126.742963882150,0325062355,,,,"돼지불고기, 소불고기, 육개장", ,11:30~22:00<br>/브레이크 타임 없음,가능,,,일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120715480945548,궁중삼계탕,인천 미추홀구 학익소로63번길 23,,37.441741692519,126.671802879151,0328613939,,,,한방삼계탕, ,10:30~21:00<br>/브레이크 타임 없음,가능,있음(30대)/무료,,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120715525400398,양원,인천 서구 보석로12번안길 28,,37.520768525933,126.627127533830,0325645862,,,,양갈비, ,16:00~00:00<br>브레이크 타임 없음 (22시 이후 조기마감 가능),가능,"있음(5대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120716010959515,권오길손국수 본점,인천 서구 검단로 789,,37.615421154852,126.686634514302,03256475412,,https://www.kwonsnoodle.co.kr/,,즉석칼국수, ,11:00~21:00<br>/브레이크 타임 (평일)15:30~17:00,가능(칼국수만 포장 가능),있음(약15대)/무료,,매주 월요일,,,2025-10-03 08:30:08.637409000
ITD21120716065282963,어부횟집,인천 서구 검단로 467,,37.601829705221,126.656280663072,0325682922,,,,활어회, ,14:00~00:00<br>브레이크 타임 없음,가능,있음(업소 이용시 최대 3시간 무료),,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120716143034095,그램그램 부평점,인천 부평구 부흥로 371,,37.498186089965,126.733203409255,0325129279,,,,양념소갈비살, ,11:00~23:00<br>/브레이크 타임 없음,가능,,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120716212337655,금강산추어탕,인천 서구 탁옥로51번길 13-8,,37.545397274446,126.674448151582,0325659929,,,,"추어탕, 삽겹살, 소머리국밥", ,10:00~21:00<br>/브레이크타임 없음,가능,있음(6대)/무료,,"명절연휴, 일요일",,,2025-10-03 08:30:08.637409000
ITD21120716400145768,북창동순두부 구월로데오점,인천 남동구 성말로13번길 15,,37.446262952756,126.701786704974,0324413535,,,,2인 LA갈비&계란말이, ,10:00~22:00<br>브레이크 타임 없음,가능,있음( 유료/지하주차타워 주차가능- 식사시 2시간 무료),,"매주 일요일 휴무, 명절 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120716400403871,김재국만두전문점,인천 계양구 주부토로 530,,37.541381937911,126.728494640367,0325568980,,,,"고기만두, 김치만두", ,09:30~21:00<br>/브레이크 타임 없음,가능,,,매주 목요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120716475191953,까사올리브,인천 미추홀구 인하로47번길 5,,37.452229118676,126.654150121193,0328670733,,,,"피자, 파스타", ,11:00~21:00<br>/브레이크 타임 (평일)15:00~17:00,전 메뉴 포장 가능,,,주말 휴무,,,2025-10-03 08:30:08.637409000
ITD21120716535529421,예전,인천 중구 월미문화로 43-2,,37.474395178879,126.597638232854,0327722256,,http://ye-jeon.com/,,"예전 특선 정식, 돈까스 등", ,11:00~22:00<br>브레이크 타임 16:00~17:00,가능,있음(무료),,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120716554722488,꾸지뽕 삼계탕,인천 중구 우현로90번길 7,,37.474243309257,126.630995391995,0327770085,,,,꾸지뽕 삼계탕, ,매일 11:00~20:30<br>/주중 브레이크 타임 14:30~16:30,가능,,,일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120717041962895,낙지한마당,인천 서구 서곶로315번길 14,,37.545982236245,126.675279133785,0325615888,,,,"낙지볶음, 낙지전골", ,10:00~21:30<br>/브레이크 타임 없음,가능,있음/공영 주차장 이용(1시간 무료 주차권 제공)/1시간 무료 주차권 사용 이후 1시간당 600원,,매주 일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120717060995695,옛골남원추어탕,인천 연수구 먼우금로 190,,37.414053483376,126.676714690653,0328173392,,,,"추어탕, 흑염소탕", ,11:00~21:30<br>브레이크 타임 없음,가능,"있음(60대, 주차요금 무료)",,일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120717135358227,남대감꽃게아구전문점,인천 부평구 마장로 243,,37.499784641340,126.702385283697,0325052662,,,,"꽃게찜, 아구찜", ,10:00~22:00<br>/브레이크 타임 없음,가능,있음(60대)/무료,,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120717222627486,남촌칼국수,인천 남동구 장도로 67,,37.399696756941,126.737975170947,0324421808,,,,해물칼국수, ,10:30~21:00<br>/브레이크 타임 없음,가능,있음(50대-공영주차장)/무료,,여름휴가 기간 휴무(유동적으로 변경되어 별도 문의 필요),,,2025-10-03 08:30:08.637409000
ITD21120717353240803,단해 삼겹살,인천 중구 영종대로 120,2층,37.494820178539,126.492658269584,0327461472,,https://www.instagram.com/danhae1987/,,"유황오리로스구이, 생삼겹살", ,매일 10:00 - 22:00<br>/브레이크 타임 없음,가능,있음(건물 공용 주차장 수량파악 불가)/무료,,매주 일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120717500886789,옛방망이칼국수,인천 계양구 계산새로 93,,37.538162199453,126.738504994287,0325490208,,,,"콩국수, 손칼국수 ( 콩국수 시즌메뉴)", ,11:00~20:00<br>브레이크 타임 없음,가능,"있음(56대, 주차요금 무료)",,명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120809200524045,오구당당 부평본점,인천 부평구 경원대로1377번길 47,,37.493505120975,126.722034689837,050714933389,,http://www.xn--2e0b88ha937q.com/,,우렁쌈밥 등, ,11:20~22:00<br>브레이크 타임 15:00~16:00,가능,,,명절 당일 휴무(유동적으로 변경되어 별도 문의 필요),,,2025-10-03 08:30:08.637409000
ITD21120809264424934,오리한마리,인천 동구 송화로 7,,37.478053420463,126.631121030415,0327667744,,,,"한방 백숙, 옻 오리, 옻 닭", ,11:00~22:00<br>브레이크 타임 없음,가능,,,"매달 둘째, 넷째 화요일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120809352077728,온세미 자연그대로 본점,인천 부평구 부흥로 264,,37.498328851601,126.721051728371,0325163849,,https://0325163849.modoo.at/,,"명절 전날, 당일 휴무", ,"평일: 11:00~21:30, 주말: 11:30~22:00, 브레이크 타임 없음<br>(평일 20:00 라스트오더 / 주말 20:30 라스트오더)",가능,있음(무료),,"명절 전날, 당일 휴무(유동적으로 변경되어 별도 문의 필요)",,,2025-10-03 08:30:08.637409000
ITD21120809442601374,와! 참치다,인천 부평구 백범로468번길 41-1,,37.470413639053,126.700339678968,0324233323,,,,참치 회, ,16:00~01:00<br>브레이크 타임 없음,가능,,,"월요일 휴무, 명절 기간 휴무",,,2025-10-03 08:30:08.637409000
ITD21120809534964512,완산골명가부평점,인천 부평구 부흥로 264,,37.498328851601,126.721051728371,0325145140,,,,콩나물 국밥, ,09:30~21:00<br>브레이크 타임 없음,가능,있음(무료),,"명절 전날, 당일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120809584267644,외내골가든,인천 강화군 내가면 강화서로 289,,37.722229151079,126.386345183529,0329322488,,,,젓국갈비, ,"평일: 11:00~15:00<br>토,일: 11:00~19:00<br>브레이크 타임 없음",가능,"있음(30대, 주차요금 무료)",,매주 월요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120810153643147,외포리꽃게집,인천 강화군 내가면 중앙로 1206,,37.704884974639,126.390397853689,0329339395,,,,꽃게탕, ,09:30~20:30<br>브레이크 타임 없음,가능,"있음(30대, 주차요금 무료/ 대형버스 주차 가능)",,매주 수요일 휴무,,가능( 전화로 미리 예약시 홀로 안내),2025-10-03 08:30:08.637409000
ITD21120810320677936,우담,인천 남동구 성말로35번길 4,,37.445322131377,126.704915644257,0324246710,,,,"꽃삼겹살, 통목살", ,평일 11:00~22:00<br>토요일 11:00~22:00<br>브레이크 타임 15:00~17:00,가능,"있음(15대, 주차요금 무료)",,"명절 기간 휴무, 매주 일요일 휴무",,,2025-10-03 08:30:08.637409000
ITD21120810472749227,우리해물탕,인천 남동구 담방로48번길 3,,37.444010858886,126.739153382987,0324676515,,http://xn--392b080bmid.kr/,,해물탕, ,11:30~22:00<br>브레이크 타임 없음,가능,,,매주 화요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120810532092082,우미가든,인천 남동구 남동대로916번길 54,,37.463594537971,126.711268383235,0324257097,,https://blog.naver.com/leekyung7810,,"돼지갈비정식, 소불고기쌈밥", ,11:00~22:00<br>브레이크 타임 없음,가능,"있음(3대, 주차요금 무료)",,매주 월요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120811023912481,용마루,인천 부평구 원길로 28,,37.506096097779,126.714813159295,0325221199,,,,"김치보쌈, 야채보쌈", ,11:00~22:00<br>브레이크 타임 없음,가능,,,매주 월요일 휴무 명절 기간 휴무,,,2025-10-03 08:30:08.637409000
ITD21120813164010233,토방식당,인천 남동구 장승남로47번길 32-4,,37.444873540465,126.737752048276,0324620340,,,,"생선조림, 생선구이", ,11:00~21:00<br>브레이크 타임 없음,가능,,,매주 일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120813211566963,팔도야생별미,인천 계양구 길마로 104,,37.533646882718,126.717136494204,0325565076,,http://coconutz.kr/2357,,"야생버섯샤브샤브, 능이버섯불고기전골", ,11:00~21:00<br>브레이크 타임 없음,가능,"있음(무료/ 빌라 지하주차장, 외부 공용주차장)",,매주 월요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120813261764833,풍미,인천 중구 차이나타운로 56,,37.474748512749,126.618403557025,0327722680,,,,"간짜장, 볶음밥", ,09:00~21:00<br>브레이크 타임 없음,가능,있음(무료),,연중무휴(휴무일이 비정기적임),,,2025-10-03 08:30:08.637409000
ITD21120813454398873,풍전식당,인천 미추홀구 제일로 41,,37.459040239820,126.674790337118,0328668710,,,,"육개장, 해장국", ,06:00~22:00<br>브레이크 타임 없음,가능,있음(유료/ 30분 주차권 지급),,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120813523145086,하늘가든,인천 옹진군 영흥면 영흥로251번길 24,,37.257751984071,126.484815788100,0328863916,,https://instagram.com/skygd1994,,바지락고추장찌개, ,10:00~20:00<br>브레이크 타임 15:00~17:00,가능,"있음(약 50대, 주차요금 무료)",,연중무휴(휴무일 생길 예정(미정)),,,2025-10-03 08:30:08.637409000
ITD21120814010771660,함흥관,인천 미추홀구 인중로 1,,37.462030708659,126.642275632625,0328894004,,,,"돼지왕갈비, 영양갈비탕", ,09:00~22:00<br>브레이크 타임 없음,가능,"있음(약 35대, 주차요금 무료)",,연중무휴,,,2025-10-03 08:30:08.637409000
ITD21120814151872661,해랑,인천 연수구 컨벤시아대로 80,401동 127호,37.396068759312,126.649038274476,07086310102,,,,"생선회, 구이, 조림", ,11:30~22:00<br>브레이크타임 13:30~17:00,가능,"있음(지상 공용주차장 - 무료, 지하 주차장 - 2시간 무료)",,매주 일요일 휴무,,,2025-10-03 08:30:08.637409000
ITD21120814193952086,해바라기 정육식당,인천 미추홀구 주안로 77,,37.464360413710,126.678276141138,0328758292,,https://haebaragi1.modoo.at,,"소 한 마리, 돼지 한 마리", ,16:00~23:00,가능,있음(무료/건물 주차장),,명절 당일 휴무(변동 가능성 있음),,,2025-10-03 08:30:08.637409000
ITD21120814244623838,해안도시,인천 강화군 길상면 해안남로 152,,37.614860808402,126.534022228866,0329379506,, http://coastalcity.x-y.net,,장어숯불구이, ,,가능,있음(무료),,매주 목요일 휴무,,"가능( 업장 내 애견놀이터만 가능, 식당 내부는 불가)",2025-10-03 08:30:08.637409000
